"State","Date","Population"
"AL",2016-05-24,4862364.44262295
"AL",2016-05-25,4862394.98360656
"AL",2016-05-26,4862425.52459016
"AL",2016-05-27,4862456.06557377
"AL",2016-05-28,4862486.60655738
"AL",2016-05-29,4862517.14754098
"AL",2016-05-30,4862547.68852459
"AL",2016-05-31,4862578.2295082
"AL",2016-06-01,4862608.7704918
"AL",2016-06-02,4862639.31147541
"AL",2016-06-03,4862669.85245902
"AL",2016-06-04,4862700.39344262
"AL",2016-06-05,4862730.93442623
"AL",2016-06-06,4862761.47540984
"AL",2016-06-07,4862792.01639344
"AL",2016-06-08,4862822.55737705
"AL",2016-06-09,4862853.09836066
"AL",2016-06-10,4862883.63934426
"AL",2016-06-11,4862914.18032787
"AL",2016-06-12,4862944.72131148
"AL",2016-06-13,4862975.26229508
"AL",2016-06-14,4863005.80327869
"AL",2016-06-15,4863036.3442623
"AL",2016-06-16,4863066.8852459
"AL",2016-06-17,4863097.42622951
"AL",2016-06-18,4863127.96721311
"AL",2016-06-19,4863158.50819672
"AL",2016-06-20,4863189.04918033
"AL",2016-06-21,4863219.59016393
"AL",2016-06-22,4863250.13114754
"AL",2016-06-23,4863280.67213115
"AL",2016-06-24,4863311.21311475
"AL",2016-06-25,4863341.75409836
"AL",2016-06-26,4863372.29508197
"AL",2016-06-27,4863402.83606557
"AL",2016-06-28,4863433.37704918
"AL",2016-06-29,4863463.91803279
"AL",2016-06-30,4863494.45901639
"AL",2016-07-01,4863525
"AL",2016-07-02,4863555.03013699
"AL",2016-07-03,4863585.06027397
"AL",2016-07-04,4863615.09041096
"AL",2016-07-05,4863645.12054795
"AL",2016-07-06,4863675.15068493
"AL",2016-07-07,4863705.18082192
"AL",2016-07-08,4863735.2109589
"AL",2016-07-09,4863765.24109589
"AL",2016-07-10,4863795.27123288
"AL",2016-07-11,4863825.30136986
"AL",2016-07-12,4863855.33150685
"AL",2016-07-13,4863885.36164384
"AL",2016-07-14,4863915.39178082
"AL",2016-07-15,4863945.42191781
"AL",2016-07-16,4863975.45205479
"AL",2016-07-17,4864005.48219178
"AL",2016-07-18,4864035.51232877
"AL",2016-07-19,4864065.54246575
"AL",2016-07-20,4864095.57260274
"AL",2016-07-21,4864125.60273973
"AL",2016-07-22,4864155.63287671
"AL",2016-07-23,4864185.6630137
"AL",2016-07-24,4864215.69315069
"AL",2016-07-25,4864245.72328767
"AL",2016-07-26,4864275.75342466
"AL",2016-07-27,4864305.78356164
"AL",2016-07-28,4864335.81369863
"AL",2016-07-29,4864365.84383562
"AL",2016-07-30,4864395.8739726
"AL",2016-07-31,4864425.90410959
"AL",2016-08-01,4864455.93424658
"AL",2016-08-02,4864485.96438356
"AL",2016-08-03,4864515.99452055
"AL",2016-08-04,4864546.02465753
"AL",2016-08-05,4864576.05479452
"AL",2016-08-06,4864606.08493151
"AL",2016-08-07,4864636.11506849
"AL",2016-08-08,4864666.14520548
"AL",2016-08-09,4864696.17534247
"AL",2016-08-10,4864726.20547945
"AL",2016-08-11,4864756.23561644
"AL",2016-08-12,4864786.26575342
"AL",2016-08-13,4864816.29589041
"AL",2016-08-14,4864846.3260274
"AL",2016-08-15,4864876.35616438
"AL",2016-08-16,4864906.38630137
"AL",2016-08-17,4864936.41643836
"AL",2016-08-18,4864966.44657534
"AL",2016-08-19,4864996.47671233
"AL",2016-08-20,4865026.50684932
"AL",2016-08-21,4865056.5369863
"AL",2016-08-22,4865086.56712329
"AL",2016-08-23,4865116.59726027
"AL",2016-08-24,4865146.62739726
"AL",2016-08-25,4865176.65753425
"AL",2016-08-26,4865206.68767123
"AL",2016-08-27,4865236.71780822
"AL",2016-08-28,4865266.74794521
"AL",2016-08-29,4865296.77808219
"AL",2016-08-30,4865326.80821918
"AL",2016-08-31,4865356.83835616
"AL",2016-09-01,4865386.86849315
"AL",2016-09-02,4865416.89863014
"AL",2016-09-03,4865446.92876712
"AL",2016-09-04,4865476.95890411
"AL",2016-09-05,4865506.9890411
"AL",2016-09-06,4865537.01917808
"AL",2016-09-07,4865567.04931507
"AL",2016-09-08,4865597.07945205
"AL",2016-09-09,4865627.10958904
"AL",2016-09-10,4865657.13972603
"AL",2016-09-11,4865687.16986301
"AL",2016-09-12,4865717.2
"AL",2016-09-13,4865747.23013699
"AL",2016-09-14,4865777.26027397
"AL",2016-09-15,4865807.29041096
"AL",2016-09-16,4865837.32054794
"AL",2016-09-17,4865867.35068493
"AL",2016-09-18,4865897.38082192
"AL",2016-09-19,4865927.4109589
"AL",2016-09-20,4865957.44109589
"AL",2016-09-21,4865987.47123288
"AL",2016-09-22,4866017.50136986
"AL",2016-09-23,4866047.53150685
"AL",2016-09-24,4866077.56164384
"AL",2016-09-25,4866107.59178082
"AL",2016-09-26,4866137.62191781
"AL",2016-09-27,4866167.65205479
"AL",2016-09-28,4866197.68219178
"AL",2016-09-29,4866227.71232877
"AL",2016-09-30,4866257.74246575
"AL",2016-10-01,4866287.77260274
"AL",2016-10-02,4866317.80273973
"AL",2016-10-03,4866347.83287671
"AL",2016-10-04,4866377.8630137
"AL",2016-10-05,4866407.89315069
"AL",2016-10-06,4866437.92328767
"AL",2016-10-07,4866467.95342466
"AL",2016-10-08,4866497.98356164
"AL",2016-10-09,4866528.01369863
"AL",2016-10-10,4866558.04383562
"AL",2016-10-11,4866588.0739726
"AL",2016-10-12,4866618.10410959
"AL",2016-10-13,4866648.13424658
"AL",2016-10-14,4866678.16438356
"AL",2016-10-15,4866708.19452055
"AL",2016-10-16,4866738.22465753
"AL",2016-10-17,4866768.25479452
"AL",2016-10-18,4866798.28493151
"AL",2016-10-19,4866828.31506849
"AL",2016-10-20,4866858.34520548
"AL",2016-10-21,4866888.37534247
"AL",2016-10-22,4866918.40547945
"AL",2016-10-23,4866948.43561644
"AL",2016-10-24,4866978.46575342
"AL",2016-10-25,4867008.49589041
"AL",2016-10-26,4867038.5260274
"AL",2016-10-27,4867068.55616438
"AL",2016-10-28,4867098.58630137
"AL",2016-10-29,4867128.61643836
"AL",2016-10-30,4867158.64657534
"AL",2016-10-31,4867188.67671233
"AL",2016-11-01,4867218.70684932
"AL",2016-11-02,4867248.7369863
"AL",2016-11-03,4867278.76712329
"AL",2016-11-04,4867308.79726027
"AL",2016-11-05,4867338.82739726
"AL",2016-11-06,4867368.85753425
"AL",2016-11-07,4867398.88767123
"AL",2016-11-08,4867428.91780822
"AL",2016-11-09,4867458.94794521
"AL",2016-11-10,4867488.97808219
"AL",2016-11-11,4867519.00821918
"AL",2016-11-12,4867549.03835616
"AL",2016-11-13,4867579.06849315
"AL",2016-11-14,4867609.09863014
"AL",2016-11-15,4867639.12876712
"AL",2016-11-16,4867669.15890411
"AL",2016-11-17,4867699.1890411
"AL",2016-11-18,4867729.21917808
"AL",2016-11-19,4867759.24931507
"AL",2016-11-20,4867789.27945205
"AL",2016-11-21,4867819.30958904
"AL",2016-11-22,4867849.33972603
"AL",2016-11-23,4867879.36986301
"AL",2016-11-24,4867909.4
"AL",2016-11-25,4867939.43013699
"AL",2016-11-26,4867969.46027397
"AL",2016-11-27,4867999.49041096
"AL",2016-11-28,4868029.52054795
"AL",2016-11-29,4868059.55068493
"AL",2016-11-30,4868089.58082192
"AL",2016-12-01,4868119.6109589
"AL",2016-12-02,4868149.64109589
"AL",2016-12-03,4868179.67123288
"AL",2016-12-04,4868209.70136986
"AL",2016-12-05,4868239.73150685
"AL",2016-12-06,4868269.76164384
"AL",2016-12-07,4868299.79178082
"AL",2016-12-08,4868329.82191781
"AL",2016-12-09,4868359.85205479
"AL",2016-12-10,4868389.88219178
"AL",2016-12-11,4868419.91232877
"AL",2016-12-12,4868449.94246575
"AL",2016-12-13,4868479.97260274
"AL",2016-12-14,4868510.00273973
"AL",2016-12-15,4868540.03287671
"AL",2016-12-16,4868570.0630137
"AL",2016-12-17,4868600.09315068
"AL",2016-12-18,4868630.12328767
"AL",2016-12-19,4868660.15342466
"AL",2016-12-20,4868690.18356164
"AL",2016-12-21,4868720.21369863
"AL",2016-12-22,4868750.24383562
"AL",2016-12-23,4868780.2739726
"AL",2016-12-24,4868810.30410959
"AL",2016-12-25,4868840.33424657
"AL",2016-12-26,4868870.36438356
"AL",2016-12-27,4868900.39452055
"AL",2016-12-28,4868930.42465753
"AL",2016-12-29,4868960.45479452
"AL",2016-12-30,4868990.48493151
"AL",2016-12-31,4869020.51506849
"AL",2017-01-01,4869050.54520548
"AL",2017-01-02,4869080.57534247
"AL",2017-01-03,4869110.60547945
"AL",2017-01-04,4869140.63561644
"AL",2017-01-05,4869170.66575343
"AL",2017-01-06,4869200.69589041
"AL",2017-01-07,4869230.7260274
"AL",2017-01-08,4869260.75616438
"AL",2017-01-09,4869290.78630137
"AL",2017-01-10,4869320.81643836
"AL",2017-01-11,4869350.84657534
"AL",2017-01-12,4869380.87671233
"AL",2017-01-13,4869410.90684932
"AL",2017-01-14,4869440.9369863
"AL",2017-01-15,4869470.96712329
"AL",2017-01-16,4869500.99726027
"AL",2017-01-17,4869531.02739726
"AL",2017-01-18,4869561.05753425
"AL",2017-01-19,4869591.08767123
"AL",2017-01-20,4869621.11780822
"AL",2017-01-21,4869651.14794521
"AL",2017-01-22,4869681.17808219
"AL",2017-01-23,4869711.20821918
"AL",2017-01-24,4869741.23835616
"AL",2017-01-25,4869771.26849315
"AL",2017-01-26,4869801.29863014
"AL",2017-01-27,4869831.32876712
"AL",2017-01-28,4869861.35890411
"AL",2017-01-29,4869891.3890411
"AL",2017-01-30,4869921.41917808
"AL",2017-01-31,4869951.44931507
"AL",2017-02-01,4869981.47945205
"AL",2017-02-02,4870011.50958904
"AL",2017-02-03,4870041.53972603
"AL",2017-02-04,4870071.56986301
"AL",2017-02-05,4870101.6
"AL",2017-02-06,4870131.63013699
"AL",2017-02-07,4870161.66027397
"AL",2017-02-08,4870191.69041096
"AL",2017-02-09,4870221.72054795
"AL",2017-02-10,4870251.75068493
"AL",2017-02-11,4870281.78082192
"AL",2017-02-12,4870311.8109589
"AL",2017-02-13,4870341.84109589
"AL",2017-02-14,4870371.87123288
"AL",2017-02-15,4870401.90136986
"AL",2017-02-16,4870431.93150685
"AL",2017-02-17,4870461.96164384
"AL",2017-02-18,4870491.99178082
"AL",2017-02-19,4870522.02191781
"AL",2017-02-20,4870552.05205479
"AL",2017-02-21,4870582.08219178
"AL",2017-02-22,4870612.11232877
"AL",2017-02-23,4870642.14246575
"AL",2017-02-24,4870672.17260274
"AL",2017-02-25,4870702.20273973
"AL",2017-02-26,4870732.23287671
"AL",2017-02-27,4870762.2630137
"AL",2017-02-28,4870792.29315068
"AL",2017-03-01,4870822.32328767
"AL",2017-03-02,4870852.35342466
"AL",2017-03-03,4870882.38356164
"AL",2017-03-04,4870912.41369863
"AL",2017-03-05,4870942.44383562
"AL",2017-03-06,4870972.4739726
"AL",2017-03-07,4871002.50410959
"AL",2017-03-08,4871032.53424658
"AL",2017-03-09,4871062.56438356
"AL",2017-03-10,4871092.59452055
"AL",2017-03-11,4871122.62465753
"AL",2017-03-12,4871152.65479452
"AL",2017-03-13,4871182.68493151
"AL",2017-03-14,4871212.71506849
"AL",2017-03-15,4871242.74520548
"AL",2017-03-16,4871272.77534247
"AL",2017-03-17,4871302.80547945
"AL",2017-03-18,4871332.83561644
"AL",2017-03-19,4871362.86575342
"AL",2017-03-20,4871392.89589041
"AL",2017-03-21,4871422.9260274
"AL",2017-03-22,4871452.95616438
"AL",2017-03-23,4871482.98630137
"AL",2017-03-24,4871513.01643836
"AL",2017-03-25,4871543.04657534
"AL",2017-03-26,4871573.07671233
"AL",2017-03-27,4871603.10684931
"AL",2017-03-28,4871633.1369863
"AL",2017-03-29,4871663.16712329
"AL",2017-03-30,4871693.19726027
"AL",2017-03-31,4871723.22739726
"AL",2017-04-01,4871753.25753425
"AL",2017-04-02,4871783.28767123
"AL",2017-04-03,4871813.31780822
"AL",2017-04-04,4871843.34794521
"AL",2017-04-05,4871873.37808219
"AL",2017-04-06,4871903.40821918
"AL",2017-04-07,4871933.43835616
"AL",2017-04-08,4871963.46849315
"AL",2017-04-09,4871993.49863014
"AL",2017-04-10,4872023.52876712
"AL",2017-04-11,4872053.55890411
"AL",2017-04-12,4872083.5890411
"AL",2017-04-13,4872113.61917808
"AL",2017-04-14,4872143.64931507
"AL",2017-04-15,4872173.67945206
"AL",2017-04-16,4872203.70958904
"AL",2017-04-17,4872233.73972603
"AL",2017-04-18,4872263.76986301
"AL",2017-04-19,4872293.8
"AL",2017-04-20,4872323.83013699
"AL",2017-04-21,4872353.86027397
"AL",2017-04-22,4872383.89041096
"AL",2017-04-23,4872413.92054795
"AL",2017-04-24,4872443.95068493
"AL",2017-04-25,4872473.98082192
"AL",2017-04-26,4872504.0109589
"AL",2017-04-27,4872534.04109589
"AL",2017-04-28,4872564.07123288
"AL",2017-04-29,4872594.10136986
"AL",2017-04-30,4872624.13150685
"AL",2017-05-01,4872654.16164384
"AL",2017-05-02,4872684.19178082
"AL",2017-05-03,4872714.22191781
"AL",2017-05-04,4872744.25205479
"AL",2017-05-05,4872774.28219178
"AL",2017-05-06,4872804.31232877
"AL",2017-05-07,4872834.34246575
"AL",2017-05-08,4872864.37260274
"AL",2017-05-09,4872894.40273973
"AL",2017-05-10,4872924.43287671
"AL",2017-05-11,4872954.4630137
"AL",2017-05-12,4872984.49315068
"AL",2017-05-13,4873014.52328767
"AL",2017-05-14,4873044.55342466
"AL",2017-05-15,4873074.58356164
"AL",2017-05-16,4873104.61369863
"AL",2017-05-17,4873134.64383562
"AL",2017-05-18,4873164.6739726
"AL",2017-05-19,4873194.70410959
"AL",2017-05-20,4873224.73424658
"AL",2017-05-21,4873254.76438356
"AL",2017-05-22,4873284.79452055
"AL",2017-05-23,4873314.82465753
"AL",2017-05-24,4873344.85479452
"AL",2017-05-25,4873374.88493151
"AL",2017-05-26,4873404.91506849
"AL",2017-05-27,4873434.94520548
"AL",2017-05-28,4873464.97534247
"AL",2017-05-29,4873495.00547945
"AL",2017-05-30,4873525.03561644
"AL",2017-05-31,4873555.06575342
"AL",2017-06-01,4873585.09589041
"AL",2017-06-02,4873615.1260274
"AL",2017-06-03,4873645.15616438
"AL",2017-06-04,4873675.18630137
"AL",2017-06-05,4873705.21643836
"AL",2017-06-06,4873735.24657534
"AL",2017-06-07,4873765.27671233
"AL",2017-06-08,4873795.30684931
"AL",2017-06-09,4873825.3369863
"AL",2017-06-10,4873855.36712329
"AL",2017-06-11,4873885.39726027
"AL",2017-06-12,4873915.42739726
"AL",2017-06-13,4873945.45753425
"AL",2017-06-14,4873975.48767123
"AL",2017-06-15,4874005.51780822
"AL",2017-06-16,4874035.54794521
"AL",2017-06-17,4874065.57808219
"AL",2017-06-18,4874095.60821918
"AL",2017-06-19,4874125.63835616
"AL",2017-06-20,4874155.66849315
"AL",2017-06-21,4874185.69863014
"AL",2017-06-22,4874215.72876712
"AL",2017-06-23,4874245.75890411
"AL",2017-06-24,4874275.7890411
"AL",2017-06-25,4874305.81917808
"AL",2017-06-26,4874335.84931507
"AL",2017-06-27,4874365.87945205
"AL",2017-06-28,4874395.90958904
"AL",2017-06-29,4874425.93972603
"AL",2017-06-30,4874455.96986301
"AL",2017-07-01,4874486
"AL",2017-07-02,4874522.15068493
"AL",2017-07-03,4874558.30136986
"AL",2017-07-04,4874594.45205479
"AL",2017-07-05,4874630.60273973
"AL",2017-07-06,4874666.75342466
"AL",2017-07-07,4874702.90410959
"AL",2017-07-08,4874739.05479452
"AL",2017-07-09,4874775.20547945
"AL",2017-07-10,4874811.35616438
"AL",2017-07-11,4874847.50684932
"AL",2017-07-12,4874883.65753425
"AL",2017-07-13,4874919.80821918
"AL",2017-07-14,4874955.95890411
"AL",2017-07-15,4874992.10958904
"AL",2017-07-16,4875028.26027397
"AL",2017-07-17,4875064.4109589
"AL",2017-07-18,4875100.56164384
"AL",2017-07-19,4875136.71232877
"AL",2017-07-20,4875172.8630137
"AL",2017-07-21,4875209.01369863
"AL",2017-07-22,4875245.16438356
"AL",2017-07-23,4875281.31506849
"AL",2017-07-24,4875317.46575342
"AL",2017-07-25,4875353.61643836
"AL",2017-07-26,4875389.76712329
"AL",2017-07-27,4875425.91780822
"AL",2017-07-28,4875462.06849315
"AL",2017-07-29,4875498.21917808
"AL",2017-07-30,4875534.36986301
"AL",2017-07-31,4875570.52054795
"AL",2017-08-01,4875606.67123288
"AL",2017-08-02,4875642.82191781
"AL",2017-08-03,4875678.97260274
"AL",2017-08-04,4875715.12328767
"AL",2017-08-05,4875751.2739726
"AL",2017-08-06,4875787.42465753
"AL",2017-08-07,4875823.57534247
"AL",2017-08-08,4875859.7260274
"AL",2017-08-09,4875895.87671233
"AL",2017-08-10,4875932.02739726
"AL",2017-08-11,4875968.17808219
"AL",2017-08-12,4876004.32876712
"AL",2017-08-13,4876040.47945205
"AL",2017-08-14,4876076.63013699
"AL",2017-08-15,4876112.78082192
"AL",2017-08-16,4876148.93150685
"AL",2017-08-17,4876185.08219178
"AL",2017-08-18,4876221.23287671
"AL",2017-08-19,4876257.38356164
"AL",2017-08-20,4876293.53424658
"AL",2017-08-21,4876329.68493151
"AL",2017-08-22,4876365.83561644
"AL",2017-08-23,4876401.98630137
"AL",2017-08-24,4876438.1369863
"AL",2017-08-25,4876474.28767123
"AL",2017-08-26,4876510.43835616
"AL",2017-08-27,4876546.5890411
"AL",2017-08-28,4876582.73972603
"AL",2017-08-29,4876618.89041096
"AL",2017-08-30,4876655.04109589
"AL",2017-08-31,4876691.19178082
"AL",2017-09-01,4876727.34246575
"AL",2017-09-02,4876763.49315068
"AL",2017-09-03,4876799.64383562
"AL",2017-09-04,4876835.79452055
"AL",2017-09-05,4876871.94520548
"AL",2017-09-06,4876908.09589041
"AL",2017-09-07,4876944.24657534
"AL",2017-09-08,4876980.39726027
"AL",2017-09-09,4877016.54794521
"AL",2017-09-10,4877052.69863014
"AL",2017-09-11,4877088.84931507
"AL",2017-09-12,4877125
"AL",2017-09-13,4877161.15068493
"AL",2017-09-14,4877197.30136986
"AL",2017-09-15,4877233.45205479
"AL",2017-09-16,4877269.60273973
"AL",2017-09-17,4877305.75342466
"AL",2017-09-18,4877341.90410959
"AL",2017-09-19,4877378.05479452
"AL",2017-09-20,4877414.20547945
"AL",2017-09-21,4877450.35616438
"AL",2017-09-22,4877486.50684932
"AL",2017-09-23,4877522.65753425
"AL",2017-09-24,4877558.80821918
"AL",2017-09-25,4877594.95890411
"AL",2017-09-26,4877631.10958904
"AL",2017-09-27,4877667.26027397
"AL",2017-09-28,4877703.4109589
"AL",2017-09-29,4877739.56164384
"AL",2017-09-30,4877775.71232877
"AL",2017-10-01,4877811.8630137
"AL",2017-10-02,4877848.01369863
"AL",2017-10-03,4877884.16438356
"AL",2017-10-04,4877920.31506849
"AL",2017-10-05,4877956.46575342
"AL",2017-10-06,4877992.61643836
"AL",2017-10-07,4878028.76712329
"AL",2017-10-08,4878064.91780822
"AL",2017-10-09,4878101.06849315
"AL",2017-10-10,4878137.21917808
"AL",2017-10-11,4878173.36986301
"AL",2017-10-12,4878209.52054795
"AL",2017-10-13,4878245.67123288
"AL",2017-10-14,4878281.82191781
"AL",2017-10-15,4878317.97260274
"AL",2017-10-16,4878354.12328767
"AL",2017-10-17,4878390.2739726
"AL",2017-10-18,4878426.42465753
"AL",2017-10-19,4878462.57534247
"AL",2017-10-20,4878498.7260274
"AL",2017-10-21,4878534.87671233
"AL",2017-10-22,4878571.02739726
"AL",2017-10-23,4878607.17808219
"AL",2017-10-24,4878643.32876712
"AL",2017-10-25,4878679.47945205
"AL",2017-10-26,4878715.63013699
"AL",2017-10-27,4878751.78082192
"AL",2017-10-28,4878787.93150685
"AL",2017-10-29,4878824.08219178
"AL",2017-10-30,4878860.23287671
"AL",2017-10-31,4878896.38356164
"AL",2017-11-01,4878932.53424658
"AL",2017-11-02,4878968.68493151
"AL",2017-11-03,4879004.83561644
"AL",2017-11-04,4879040.98630137
"AL",2017-11-05,4879077.1369863
"AL",2017-11-06,4879113.28767123
"AL",2017-11-07,4879149.43835616
"AL",2017-11-08,4879185.5890411
"AL",2017-11-09,4879221.73972603
"AL",2017-11-10,4879257.89041096
"AL",2017-11-11,4879294.04109589
"AL",2017-11-12,4879330.19178082
"AL",2017-11-13,4879366.34246575
"AL",2017-11-14,4879402.49315068
"AL",2017-11-15,4879438.64383562
"AL",2017-11-16,4879474.79452055
"AL",2017-11-17,4879510.94520548
"AL",2017-11-18,4879547.09589041
"AL",2017-11-19,4879583.24657534
"AL",2017-11-20,4879619.39726027
"AL",2017-11-21,4879655.54794521
"AL",2017-11-22,4879691.69863014
"AL",2017-11-23,4879727.84931507
"AL",2017-11-24,4879764
"AL",2017-11-25,4879800.15068493
"AL",2017-11-26,4879836.30136986
"AL",2017-11-27,4879872.45205479
"AL",2017-11-28,4879908.60273973
"AL",2017-11-29,4879944.75342466
"AL",2017-11-30,4879980.90410959
"AL",2017-12-01,4880017.05479452
"AL",2017-12-02,4880053.20547945
"AL",2017-12-03,4880089.35616438
"AL",2017-12-04,4880125.50684932
"AL",2017-12-05,4880161.65753425
"AL",2017-12-06,4880197.80821918
"AL",2017-12-07,4880233.95890411
"AL",2017-12-08,4880270.10958904
"AL",2017-12-09,4880306.26027397
"AL",2017-12-10,4880342.4109589
"AL",2017-12-11,4880378.56164384
"AL",2017-12-12,4880414.71232877
"AL",2017-12-13,4880450.8630137
"AL",2017-12-14,4880487.01369863
"AL",2017-12-15,4880523.16438356
"AL",2017-12-16,4880559.31506849
"AL",2017-12-17,4880595.46575342
"AL",2017-12-18,4880631.61643836
"AL",2017-12-19,4880667.76712329
"AL",2017-12-20,4880703.91780822
"AL",2017-12-21,4880740.06849315
"AL",2017-12-22,4880776.21917808
"AL",2017-12-23,4880812.36986301
"AL",2017-12-24,4880848.52054795
"AL",2017-12-25,4880884.67123288
"AL",2017-12-26,4880920.82191781
"AL",2017-12-27,4880956.97260274
"AL",2017-12-28,4880993.12328767
"AL",2017-12-29,4881029.2739726
"AL",2017-12-30,4881065.42465753
"AL",2017-12-31,4881101.57534247
"AL",2018-01-01,4881137.7260274
"AL",2018-01-02,4881173.87671233
"AL",2018-01-03,4881210.02739726
"AL",2018-01-04,4881246.17808219
"AL",2018-01-05,4881282.32876712
"AL",2018-01-06,4881318.47945205
"AL",2018-01-07,4881354.63013699
"AL",2018-01-08,4881390.78082192
"AL",2018-01-09,4881426.93150685
"AL",2018-01-10,4881463.08219178
"AL",2018-01-11,4881499.23287671
"AL",2018-01-12,4881535.38356164
"AL",2018-01-13,4881571.53424658
"AL",2018-01-14,4881607.68493151
"AL",2018-01-15,4881643.83561644
"AL",2018-01-16,4881679.98630137
"AL",2018-01-17,4881716.1369863
"AL",2018-01-18,4881752.28767123
"AL",2018-01-19,4881788.43835616
"AL",2018-01-20,4881824.5890411
"AL",2018-01-21,4881860.73972603
"AL",2018-01-22,4881896.89041096
"AL",2018-01-23,4881933.04109589
"AL",2018-01-24,4881969.19178082
"AL",2018-01-25,4882005.34246575
"AL",2018-01-26,4882041.49315068
"AL",2018-01-27,4882077.64383562
"AL",2018-01-28,4882113.79452055
"AL",2018-01-29,4882149.94520548
"AL",2018-01-30,4882186.09589041
"AL",2018-01-31,4882222.24657534
"AL",2018-02-01,4882258.39726027
"AL",2018-02-02,4882294.54794521
"AL",2018-02-03,4882330.69863014
"AL",2018-02-04,4882366.84931507
"AL",2018-02-05,4882403
"AL",2018-02-06,4882439.15068493
"AL",2018-02-07,4882475.30136986
"AL",2018-02-08,4882511.45205479
"AL",2018-02-09,4882547.60273973
"AL",2018-02-10,4882583.75342466
"AL",2018-02-11,4882619.90410959
"AL",2018-02-12,4882656.05479452
"AL",2018-02-13,4882692.20547945
"AL",2018-02-14,4882728.35616438
"AL",2018-02-15,4882764.50684932
"AL",2018-02-16,4882800.65753425
"AL",2018-02-17,4882836.80821918
"AL",2018-02-18,4882872.95890411
"AL",2018-02-19,4882909.10958904
"AL",2018-02-20,4882945.26027397
"AL",2018-02-21,4882981.4109589
"AL",2018-02-22,4883017.56164384
"AL",2018-02-23,4883053.71232877
"AL",2018-02-24,4883089.8630137
"AL",2018-02-25,4883126.01369863
"AL",2018-02-26,4883162.16438356
"AL",2018-02-27,4883198.31506849
"AL",2018-02-28,4883234.46575342
"AL",2018-03-01,4883270.61643836
"AL",2018-03-02,4883306.76712329
"AL",2018-03-03,4883342.91780822
"AL",2018-03-04,4883379.06849315
"AL",2018-03-05,4883415.21917808
"AL",2018-03-06,4883451.36986301
"AL",2018-03-07,4883487.52054795
"AL",2018-03-08,4883523.67123288
"AL",2018-03-09,4883559.82191781
"AL",2018-03-10,4883595.97260274
"AL",2018-03-11,4883632.12328767
"AL",2018-03-12,4883668.2739726
"AL",2018-03-13,4883704.42465753
"AL",2018-03-14,4883740.57534247
"AL",2018-03-15,4883776.7260274
"AL",2018-03-16,4883812.87671233
"AL",2018-03-17,4883849.02739726
"AL",2018-03-18,4883885.17808219
"AL",2018-03-19,4883921.32876712
"AL",2018-03-20,4883957.47945205
"AL",2018-03-21,4883993.63013699
"AL",2018-03-22,4884029.78082192
"AL",2018-03-23,4884065.93150685
"AL",2018-03-24,4884102.08219178
"AL",2018-03-25,4884138.23287671
"AL",2018-03-26,4884174.38356164
"AL",2018-03-27,4884210.53424658
"AL",2018-03-28,4884246.68493151
"AL",2018-03-29,4884282.83561644
"AL",2018-03-30,4884318.98630137
"AL",2018-03-31,4884355.1369863
"AL",2018-04-01,4884391.28767123
"AL",2018-04-02,4884427.43835616
"AL",2018-04-03,4884463.5890411
"AL",2018-04-04,4884499.73972603
"AL",2018-04-05,4884535.89041096
"AL",2018-04-06,4884572.04109589
"AL",2018-04-07,4884608.19178082
"AL",2018-04-08,4884644.34246575
"AL",2018-04-09,4884680.49315068
"AL",2018-04-10,4884716.64383562
"AL",2018-04-11,4884752.79452055
"AL",2018-04-12,4884788.94520548
"AL",2018-04-13,4884825.09589041
"AL",2018-04-14,4884861.24657534
"AL",2018-04-15,4884897.39726027
"AL",2018-04-16,4884933.54794521
"AL",2018-04-17,4884969.69863014
"AL",2018-04-18,4885005.84931507
"AL",2018-04-19,4885042
"AL",2018-04-20,4885078.15068493
"AL",2018-04-21,4885114.30136986
"AL",2018-04-22,4885150.45205479
"AL",2018-04-23,4885186.60273973
"AL",2018-04-24,4885222.75342466
"AL",2018-04-25,4885258.90410959
"AL",2018-04-26,4885295.05479452
"AL",2018-04-27,4885331.20547945
"AL",2018-04-28,4885367.35616438
"AL",2018-04-29,4885403.50684932
"AL",2018-04-30,4885439.65753425
"AL",2018-05-01,4885475.80821918
"AL",2018-05-02,4885511.95890411
"AL",2018-05-03,4885548.10958904
"AL",2018-05-04,4885584.26027397
"AL",2018-05-05,4885620.4109589
"AL",2018-05-06,4885656.56164384
"AL",2018-05-07,4885692.71232877
"AL",2018-05-08,4885728.8630137
"AL",2018-05-09,4885765.01369863
"AL",2018-05-10,4885801.16438356
"AL",2018-05-11,4885837.31506849
"AL",2018-05-12,4885873.46575342
"AL",2018-05-13,4885909.61643836
"AL",2018-05-14,4885945.76712329
"AL",2018-05-15,4885981.91780822
"AL",2018-05-16,4886018.06849315
"AL",2018-05-17,4886054.21917808
"AL",2018-05-18,4886090.36986301
"AL",2018-05-19,4886126.52054795
"AL",2018-05-20,4886162.67123288
"AL",2018-05-21,4886198.82191781
"AL",2018-05-22,4886234.97260274
"AL",2018-05-23,4886271.12328767
"AL",2018-05-24,4886307.2739726
"AL",2018-05-25,4886343.42465753
"AL",2018-05-26,4886379.57534247
"AL",2018-05-27,4886415.7260274
"AL",2018-05-28,4886451.87671233
"AL",2018-05-29,4886488.02739726
"AL",2018-05-30,4886524.17808219
"AL",2018-05-31,4886560.32876712
