"Year","State","Type_of_beverage","Gallons_of_beverage","Gallons_of_ethanol","Population","Gallons_of_ethanol_per_capita_age_14_and_older","Decile_for_per_capita_consumption_age_14_and_older","Population_.age_21_and_older.","Gallons_of_ethanol_per_capita_age_21_and_older","Decile_for_per_capita_consumption_age_21_and_older","Type_of_data_source","Time.varying_alcohol_by_volume_.ABV.","Gallons_of_ethanol_derived_from_time.varying_ABV"
2018,"IN",2,12481000,1610049,5484881,2935,8,4842337,3325,8,1,117,1460277
2018,"IN",3,117030851,5266388,5484881,9602,8,4842337,10876,8,1,47,5500450
2018,"IN",4,0,11785520,5484881,21487,8,4842337,24338,8,0,0,11523427
2018,"IA",1,5786420,2378219,2589311,9185,5,2286374,10402,5,3,367,2123616
2018,"IA",2,4627406,596935,2589311,2305,9,2286374,2611,9,3,116,536779
2018,"IA",3,71564596,3220407,2589311,12437,3,2286374,14085,3,3,46,3291971
2018,"IA",4,0,6195561,2589311,23927,5,2286374,27098,5,0,0,5952366
2018,"KS",1,4564377,1875959,2363762,7936,7,2080227,9018,7,2,386,1761849
2018,"KS",2,2649279,341757,2363762,1446,10,2080227,1643,10,7,117,309966
2018,"KS",3,51761879,2329285,2363762,9854,7,2080227,11197,7,2,48,2484570
2018,"KS",4,0,4547000,2363762,19236,9,2080227,21858,9,0,0,4556385
2018,"KY",1,7265922,2986294,3687660,8098,6,3284417,9092,6,2,393,2855507
2018,"KY",2,6155308,794035,3687660,2153,9,3284417,2418,9,2,117,720171
2018,"KY",3,76176263,3427932,3687660,9296,8,3284417,10437,8,2,48,3656461
2018,"KY",4,0,7208260,3687660,19547,9,3284417,21947,9,0,0,7232139
2018,"LA",1,9164449,3766589,3803974,9902,4,3389668,11112,4,1,386,3537477
2018,"LA",2,9885572,1275239,3803974,3352,7,3389668,3762,7,1,118,1166498
2018,"LA",3,103726000,4667670,3803974,12271,3,3389668,13770,3,7,47,4875122
2018,"LA",4,0,9709497,3803974,25525,4,3389668,28644,4,0,0,9579097
2018,"ME",1,2991132,1229355,1148086,10708,3,1040553,11814,3,6,365,1091763
2018,"ME",2,3941304,508428,1148086,4428,5,1040553,4886,5,7,117,461133
2018,"ME",3,34100000,1534500,1148086,13366,2,1040553,14747,2,7,48,1636800
2018,"ME",4,0,3272283,1148086,28502,3,1040553,31448,3,0,0,3189696
2018,"MD",1,11138870,4578076,5004553,9148,5,4473319,10234,5,3,387,4310743
2018,"MD",2,14942830,1927625,5004553,3852,6,4473319,4309,6,3,117,1748311
2018,"MD",3,86650184,3899258,5004553,7791,10,4473319,8717,10,1,48,4159209
2018,"MD",4,0,10404959,5004553,20791,9,4473319,23260,9,0,0,10218263
2018,"MA",1,14328779,5889128,5863139,10044,4,5223695,11274,4,1,379,5430607
2018,"MA",2,28858578,3722757,5863139,6349,2,5223695,7127,2,1,117,3376454
2018,"MA",3,118717857,5342304,5863139,9112,9,5223695,10227,9,1,48,5698457
2018,"MA",4,0,14954188,5863139,25505,4,5223695,28628,4,0,0,14505518
2018,"MI",1,19473219,8003493,8344432,9591,4,7428727,10774,4,6,374,7282984
2018,"MI",2,25903444,3341544,8344432,4005,5,7428727,4498,5,3,116,3004800
2018,"MI",3,186165445,8377445,8344432,10040,7,7428727,11277,7,1,48,8935941
2018,"MI",4,0,19722482,8344432,23635,6,7428727,26549,6,0,0,19223725
2018,"MN",1,13529822,5560757,4599066,12091,2,4096345,13575,2,1,382,5168392
2018,"MN",2,15683281,2023143,4599066,4399,5,4096345,4939,5,1,117,1834944
2018,"MN",3,116317950,5234308,4599066,11381,4,4096345,12778,4,1,48,5583262
2018,"MN",4,0,12818208,4599066,27871,3,4096345,31292,3,0,0,12586598
2018,"MS",1,4654594,1913038,2441454,7836,8,2153795,8882,7,6,375,1745473
2018,"MS",2,3407274,439538,2441454,1800,10,2153795,2041,10,6,117,398651
2018,"MS",3,65627000,2953215,2441454,12096,4,2153795,13712,3,7,48,3150096
2018,"MS",4,0,5305791,2441454,21732,7,2153795,24635,7,0,0,5294220
2018,"MO",1,12600703,5178889,5061791,10231,3,4511800,11479,3,2,385,4851271
2018,"MO",2,14902699,1922448,5061791,3798,6,4511800,4261,6,2,117,1743616
2018,"MO",3,124371847,5596733,5061791,11057,5,4511800,12405,5,2,47,5845477
2018,"MO",4,0,12698070,5061791,25086,5,4511800,28144,5,0,0,12440364
2018,"MT",1,2123445,872736,883721,9876,4,793151,11003,4,3,377,800539
2018,"MT",2,3516166,453585,883721,5133,4,793151,5719,4,1,117,411391
2018,"MT",3,31495101,1417280,883721,16038,1,793151,17869,1,1,49,1543260
2018,"MT",4,0,2743601,883721,31046,2,793151,34591,2,0,0,2755190
2018,"NE",1,2748250,1129531,1556957,7255,8,1370984,8239,8,7,383,1052580
2018,"NE",2,2572214,331816,1556957,2131,9,1370984,2420,9,7,117,300949
2018,"NE",3,42098000,1894410,1556957,12167,3,1370984,13818,3,7,48,2020704
2018,"NE",4,0,3355757,1556957,21553,8,1370984,24477,7,0,0,3374233
2018,"NV",1,8878670,3649133,2498212,14607,1,2246259,16245,1,7,385,3418288
2018,"NV",2,11707131,1510220,2498212,6045,2,2246259,6723,2,7,118,1381441
2018,"NV",3,75175000,3382875,2498212,13541,2,2246259,15060,2,7,47,3533225
2018,"NV",4,0,8542228,2498212,34193,1,2246259,38029,1,0,0,8332954
2018,"NH",1,5773168,2372772,1162817,20405,1,1042882,22752,1,3,374,2159165
2018,"NH",2,7582564,978151,1162817,8412,1,1042882,9379,1,3,118,894743
2018,"NH",3,46252000,2081340,1162817,17899,1,1042882,19958,1,7,48,2220096
2018,"NH",4,0,5432263,1162817,46716,1,1042882,52089,1,0,0,5274004
2018,"NJ",1,17661973,7259071,7411478,9794,4,6634683,10941,4,3,383,6764536
2018,"NJ",2,33014930,4258926,7411478,5746,3,6634683,6419,3,3,117,3862747
2018,"NJ",3,132042203,5941899,7411478,8017,10,6634683,8956,10,3,48,6338026
2018,"NJ",4,0,17459896,7411478,23558,6,6634683,26316,6,0,0,16965309
2018,"NM",1,3713853,1526394,1723947,8854,5,1529540,9979,5,1,388,1440975
2018,"NM",2,4174157,538466,1723947,3123,7,1529540,3520,7,1,117,488376
2018,"NM",3,40827154,1837222,1723947,10657,6,1529540,12012,6,1,48,1959703
2018,"NM",4,0,3902082,1723947,22635,6,1529540,25511,6,0,0,3889054
2018,"NY",1,32472847,13346340,16391670,8142,6,14724807,9064,6,1,387,12566992
2018,"NY",2,65759044,8482917,16391670,5175,4,14724807,5761,4,1,117,7693808
2018,"NY",3,321116118,14450225,16391670,8816,10,14724807,9814,10,1,48,15413574
2018,"NY",4,0,36279482,16391670,22133,7,14724807,24638,7,0,0,35674374
2018,"NC",1,14207768,5839393,8613264,6780,9,7655465,7628,9,6,377,5356329
2018,"NC",2,30158998,3890511,8613264,4517,5,7655465,5082,5,2,119,3588921
2018,"NC",3,198237072,8920668,8613264,10357,7,7655465,11653,6,2,48,9515379
2018,"NC",4,0,18650572,8613264,21653,7,7655465,24362,8,0,0,18460629
2018,"ND",1,1990593,818134,616587,13269,1,548159,14925,1,1,385,766378
2018,"ND",2,1610443,207747,616587,3369,6,548159,3790,6,1,117,188422
2018,"ND",3,20568176,925568,616587,15011,1,548159,16885,1,1,46,946136
2018,"ND",4,0,1951449,616587,31649,1,548159,35600,1,0,0,1900936
2018,"OH",1,14641966,6017848,9697576,6206,10,8635039,6969,10,6,385,5637157
2018,"OH",2,23210526,2994158,9697576,3088,8,8635039,3467,8,7,117,2715632
2018,"OH",3,236964000,10663380,9697576,10996,5,8635039,12349,5,7,48,11374272
2018,"OH",4,0,19675386,9697576,20289,9,8635039,22786,9,0,0,19727061
2018,"OK",1,5094123,2093685,3198131,6547,10,2825905,7409,10,7,391,1991802
2018,"OK",2,4854718,626259,3198131,1958,10,2825905,2216,10,7,117,568002
2018,"OK",3,71207000,3204315,3198131,10019,7,2825905,11339,7,7,47,3346729
2018,"OK",4,0,5924259,3198131,18524,10,2825905,20964,10,0,0,5906533
2018,"OR",1,8120135,3337376,3514200,9497,5,3167912,10535,5,6,382,3101892
2018,"OR",2,15746490,2031297,3514200,5780,3,3167912,6412,3,1,117,1842339
2018,"OR",3,94392492,4247662,3514200,12087,4,3167912,13408,4,1,49,4625232
2018,"OR",4,0,9616335,3514200,27364,3,3167912,30355,3,0,0,9569463
2018,"PA",1,18959078,7792181,10776029,7231,8,9645705,8078,8,3,371,7033818
2018,"PA",2,27721047,3576015,10776029,3318,7,9645705,3707,7,3,117,3243363
2018,"PA",3,307923000,13856535,10776029,12859,2,9645705,14365,2,7,47,14472381
2018,"PA",4,0,25224731,10776029,23408,6,9645705,26151,6,0,0,24749562
2018,"RI",1,2532499,1040857,901327,11548,3,800838,12997,3,1,378,957284
2018,"RI",2,4005705,516736,901327,5733,3,800838,6452,3,1,117,468668
2018,"RI",3,18105015,814726,901327,9039,9,800838,10173,9,1,48,869041
2018,"RI",4,0,2372319,901327,26320,4,800838,29623,4,0,0,2294993
2018,"SC",1,8279250,3402772,4228591,8047,7,3775169,9014,7,7,392,3245466
2018,"SC",2,8182048,1055484,4228591,2496,8,3775169,2796,8,7,118,965482
2018,"SC",3,103943000,4677435,4228591,11061,5,3775169,12390,5,7,48,4989264
2018,"SC",4,0,9135691,4228591,21605,8,3775169,24199,8,0,0,9200212
2018,"SD",1,1336350,549240,710334,7732,8,628778,8735,8,7,386,515831
2018,"SD",2,1235053,159322,710334,2243,9,628778,2534,9,7,117,144501
2018,"SD",3,21700000,976500,710334,13747,1,628778,15530,1,7,47,1019900
2018,"SD",4,0,1685062,710334,23722,6,628778,26799,5,0,0,1680232
2018,"TN",1,11427437,4696677,5606149,8378,6,5011030,9373,6,2,393,4490983
2018,"TN",2,13963622,1801307,5606149,3213,7,5011030,3595,7,2,117,1633744
2018,"TN",3,122402800,5508126,5606149,9825,8,5011030,10992,8,2,48,5875334
2018,"TN",4,0,12006110,5606149,21416,8,5011030,23959,8,0,0,12000061
2018,"TX",1,39469226,16221852,22953066,7067,9,20117015,8064,9,1,386,15235121
2018,"TX",2,60290724,7777503,22953066,3388,6,20117015,3866,6,1,117,7054015
2018,"TX",3,618120115,27815405,22953066,12118,3,20117015,13827,3,1,47,29051645
2018,"TX",4,0,51814760,22953066,22574,6,20117015,25757,6,0,0,51340781
2018,"UT",1,3361749,1381679,2434908,5674,10,2086759,6621,10,1,373,1253932
2018,"UT",2,3787676,488610,2434908,2007,10,2086759,2341,10,1,117,443158
2018,"UT",3,31341000,1410345,2434908,5792,10,2086759,6759,10,7,47,1473027
2018,"UT",4,0,3280634,2434908,13473,10,2086759,15721,10,0,0,3170117
2018,"VT",1,994582,408773,538502,7591,8,478451,8544,8,6,377,374957
2018,"VT",2,3244431,418532,538502,7772,1,478451,8748,1,4,117,379598
2018,"VT",3,18290000,823050,538502,15284,1,478451,17202,1,7,49,896210
2018,"VT",4,0,1650355,538502,30647,2,478451,34494,2,0,0,1650765
2018,"VA",1,12021667,4940905,7069681,6989,9,6307643,7833,9,1,375,4508125
2018,"VA",2,26950198,3476576,7069681,4918,4,6307643,5512,4,1,117,3153173
2018,"VA",3,148338545,6675235,7069681,9442,8,6307643,10583,8,1,47,6971912
2018,"VA",4,0,15092715,7069681,21349,8,6307643,23928,8,0,0,14633210
2018,"WA",1,12210578,5018547,6233886,8050,7,5606920,8951,7,3,383,4676651
2018,"WA",2,24805244,3199876,6233886,5133,4,5606920,5707,4,7,117,2902214
2018,"WA",3,125581000,5651145,6233886,9065,9,5606920,10079,9,7,49,6153469
2018,"WA",4,0,13869568,6233886,22249,7,5606920,24737,7,0,0,13732334
2018,"WV",1,1761996,724180,1526224,4745,10,1375788,5264,10,6,373,657225
2018,"WV",2,1302951,168081,1526224,1101,10,1375788,1222,10,7,117,152445
2018,"WV",3,39122000,1760490,1526224,11535,4,1375788,12796,4,7,47,1838734
2018,"WV",4,0,2652751,1526224,17381,10,1375788,19282,10,0,0,2648404
2018,"WI",1,14705002,6043756,4834403,12502,2,4302174,14048,2,1,386,5676131
2018,"WI",2,14651427,1890034,4834403,3910,6,4302174,4393,6,1,118,1728868
2018,"WI",3,138756000,6244020,4834403,12916,2,4302174,14514,2,7,48,6660288
2018,"WI",4,0,14177810,4834403,29327,2,4302174,32955,2,0,0,14065287
2018,"WY",1,1425973,586075,472325,12408,2,421045,13920,2,6,372,530462
2018,"WY",2,1161350,149814,472325,3172,7,421045,3558,7,6,117,135878
2018,"WY",3,12782675,575220,472325,12178,3,421045,13662,4,1,48,613568
2018,"WY",4,0,1311110,472325,27759,3,421045,31139,3,0,0,1279908
